Make,Year,Condition,Mileage,Price
INFINITI,2024,New,9,68785
Land,2015,Used,77045,14855
Jeep,2024,New,13,39425
Volkswagen,2013,Used,115770,9995
Volvo,2024,New,20,73085
Ford,2016,Used,106585,14500
Chevrolet,2005,Used,81076,24950
Honda,2021,Used,38803,28674
Chevrolet,2018,Used,129970,12900
Dodge,2007,Used,48100,42754
Kia,2016,Used,75152,14995
GMC,2011,Used,106306,9500
Subaru,2024,New,5,31217
Lincoln,2015,Used,137214,9438
Nissan,2020,Used,66538,14388
Hyundai,2024,New,10,38650
Chevrolet,2019,Used,115256,26995
Genesis,2023,Certified,4023,35678
INFINITI,2012,Used,174006,9995
RAM,2024,New,27,78522
Audi,2014,Used,79177,19888
Jeep,2024,New,,43590
Nissan,2024,New,0,22755
Chevrolet,2024,Used,1092,25879
Lincoln,2020,Used,30836,48910
Jeep,2021,Used,27111,39990
Jeep,2021,Certified,51083,34494
Chevrolet,2024,Used,107,65800
Hyundai,2024,New,5,54251
RAM,2025,New,0,58990
BMW,2019,Used,66819,25000
Jeep,2024,New,,63617
Chevrolet,2024,New,5,26685
Aston,2012,Used,26178,59999
GMC,2024,New,1,58000
Kia,2024,New,10,75790
INFINITI,2024,New,32,53330
Ford,2020,Used,87811,16900
Jeep,2024,New,0,59470
Mitsubishi,2024,New,2,20540
Audi,2024,New,8,54705
Jeep,2024,New,3281,45295
Chevrolet,2022,Used,37215,21699
Mercedes-Benz,2017,Used,77746,27900
Chevrolet,2013,Used,97766,9894
Cadillac,2021,Used,41014,85600
Chevrolet,2020,Used,51934,17595
Nissan,2024,New,2,30665
INFINITI,2014,Used,71956,19499
Audi,2015,Used,115471,13980
Chevrolet,2015,Used,154066,21995
BMW,2023,Used,13979,89999
Ford,2016,Used,92592,17280
Volkswagen,2023,Used,14708,23250
Nissan,2024,New,10,28833
Ford,2020,Used,64816,16768
Kia,2024,New,11,24971
Chevrolet,2024,New,8,29012
Honda,2024,New,,43160
Tesla,2017,Used,87058,27892
Buick,2021,Certified,21738,29599
Mercedes-Benz,2020,Used,42244,36479
Jaguar,2015,Used,122606,17995
Audi,2017,Used,84752,16991
Subaru,2024,New,4,38223
Toyota,2024,Used,1551,34988
BMW,2020,Used,37586,32591
BMW,2024,New,10,54545
Volkswagen,2024,Used,6022,40577
Nissan,2024,New,0,47765
Mercedes-Benz,2024,New,8,54290
Hyundai,2023,New,10,46591
Honda,2017,Used,70861,18999
Mazda,2021,Used,54922,19110
Volkswagen,2024,New,11,38726
Mercedes-Benz,2023,New,19,42905
Ford,2023,Used,13861,41860
Rivian,2023,Used,7740,82800
Scion,2008,Used,127285,4980
Ford,2016,Certified,61889,24708
Volkswagen,2024,New,7,32464
Maserati,2023,New,86,94295
BMW,2012,Used,75346,16450
Ford,2020,Certified,98723,24995
INFINITI,2013,Used,89219,16995
INFINITI,2021,Used,28303,26999
Alfa,2024,New,21,43295
Ford,2024,New,3,41305
Dodge,2006,Used,160974,4999
GMC,2018,Used,85214,19800
Mercedes-Benz,2023,Used,11233,54497
INFINITI,2009,Used,172569,5499
Ford,2020,Used,28809,19998
Audi,2023,Used,14424,54495
Nissan,2024,New,2,24754
BMW,2018,Used,57619,37999
GMC,2024,New,158,54963
Nissan,2021,Used,30630,25998
Nissan,2021,Used,49001,25500
Subaru,2024,New,4,33450
Nissan,2019,Used,85317,14750
Honda,2025,New,5,54175
Porsche,2018,Used,59041,48995
Nissan,2024,New,5,25697
Toyota,2024,New,0,52029
Lexus,2025,New,4,45330
Scion,2006,Used,107362,6527
Cadillac,2024,New,12,68190
Acura,2010,Used,154225,12999
Audi,2018,Used,38569,37166
Chrysler,2023,New,14,38822
Mercedes-Benz,2024,New,10,225550
Mercedes-Benz,2024,New,11,80920
Nissan,2020,Used,41041,19490
Toyota,2013,Used,92754,11700
Nissan,2024,New,5,24550
BMW,2014,Used,50655,14440
Land,2015,Used,88581,23995
BMW,2021,Used,23418,35999
Mercedes-Benz,2004,Used,119139,6823
Jeep,2024,New,10,35555
Chevrolet,2021,Used,26106,43998
Buick,2021,Certified,22840,27450
Honda,2018,Used,77431,21474
Subaru,2024,New,26,29829
Volvo,2024,New,0,71815
Ford,2024,New,2,45568
Jaguar,2020,Used,11476,28776
Ford,2023,New,5,71437
BMW,2020,Used,21017,52592
Honda,2024,New,5,43160
Toyota,2020,Used,24582,36500
Chevrolet,2020,Used,76509,53750
Mercedes-Benz,2014,Used,90748,15999
Acura,2010,Used,145648,7900
Subaru,2017,Used,48638,31995
Mercedes-Benz,2020,Used,56640,31995
Kia,2016,Used,104495,9491
Jaguar,2020,Used,48631,24595
Nissan,2017,Used,77262,14900
Subaru,2024,New,6,34414
Tesla,2019,Used,57433,24995
Audi,2018,Used,47304,24999
Kia,2019,Used,86080,13495
Ford,2017,Used,116085,11995
Nissan,2017,Used,48868,17995
Chevrolet,2022,Used,30215,34795
Ford,2023,New,10,49990
Buick,2011,Used,75383,10000
Chevrolet,2024,New,1,45760
Land,2024,New,16,148040
Tesla,2022,Used,27370,27132
Jeep,2024,New,9,28185
BMW,2019,Used,42367,26995
INFINITI,2015,Certified,42663,33745
Lamborghini,2018,Used,13113,489800
Kia,2024,New,11,27553
Hyundai,2020,Used,30665,24595
Nissan,2024,New,25,28824
BMW,2018,Used,83306,30880
Mercedes-Benz,2024,New,3,85157
Mercedes-Benz,2023,Certified,1999,63994
Jeep,2024,New,10,44885
Subaru,2021,Certified,42815,28935
Kia,2016,Used,41438,15995
Tesla,2019,Used,36650,24777
Jeep,2022,Used,12845,26999
Chevrolet,2024,New,5,64857
Lincoln,2021,Certified,26708,48989
Chevrolet,2024,New,8,35620
Chrysler,2021,Used,69712,23201
Mercedes-Benz,2024,New,0,66085
GMC,2023,Certified,7324,56675
Mercedes-Benz,2023,New,5,53486
Maserati,2024,New,24,89765
Jeep,2019,Used,89459,14995
Lincoln,2021,Used,59705,39980
Subaru,2024,New,3,47855
Subaru,2024,New,1,31787
Mercedes-Benz,2024,New,7,75819
Volvo,2024,New,0,49355
Ford,2017,Used,46220,22985
Jeep,2024,New,,38176
Honda,2024,New,5,47735
Ford,2023,New,0,89990
Nissan,2024,New,6,30672
Dodge,2024,New,20,35832
Ford,2023,Used,11470,24691
Honda,2024,New,4,29028
Ford,2024,New,0,43355
Ford,2024,New,20,73185
Chevrolet,2021,Certified,70446,18771
Nissan,2024,New,10,33045
Chevrolet,2008,Used,40151,31691
RAM,2024,New,10,64066
Chevrolet,2024,New,10,31566
Subaru,2011,Used,128417,10950
Alfa,2018,Used,32677,20995
Mercedes-Benz,2024,New,36,56818
Jeep,2019,Used,52245,22966
Jeep,2024,New,0,47515
Ford,2023,New,5,45272
Subaru,2020,Certified,14161,31953
Acura,2015,Used,64320,20699
Jeep,2023,New,30,48509
BMW,2024,New,12,66635
MINI,2010,Used,111226,8985
Subaru,2024,New,7,29310
Cadillac,2023,Used,30085,81800
Chevrolet,2024,New,10,47095
Acura,2022,Used,54524,47975
Subaru,2013,Used,113132,12500
BMW,2008,Used,40163,31308
Audi,2023,Used,9633,42685
BMW,2024,New,7,54895
Audi,2020,Used,16890,38995
Toyota,2020,Used,75661,28000
Kia,2024,New,7,21740
Honda,2018,Used,65536,23900
Jeep,2018,Used,86914,22737
Audi,2022,Used,9645,66895
INFINITI,2024,New,11,64997
Ford,2022,Used,71318,44775
Chevrolet,2024,New,3,75480
Nissan,2024,New,5,34052
Jeep,2015,Used,79798,17995
Audi,2022,Used,1895,133900
Volkswagen,2024,New,5,31611
Lexus,2015,Used,35715,19533
Cadillac,2017,Used,132718,14950
MINI,2024,New,7,36245
Saturn,2009,Used,26514,15995
Cadillac,2024,New,4,84297
Subaru,2020,Used,16927,29998
Ford,2024,New,6,51585
Cadillac,2024,New,6,118200
BMW,2017,Used,74191,32950
Land,2021,Used,47564,55000
RAM,2024,New,0,64654
Hyundai,2024,New,5,32928
Chrysler,2019,Used,105750,18498
Ford,2004,Used,119162,6000
Nissan,2024,New,10,31475
Jeep,2021,Certified,6850,21988
Ford,2022,Used,42550,24495
Kia,2010,Used,59356,8304
Ford,2024,New,10,37900
Ford,2023,New,10,47112
Mercedes-Benz,2018,Used,63265,23995
Chevrolet,2024,New,1,24920
Jeep,2024,New,10,42925
Honda,2014,Used,119272,16998
Ford,2024,New,4,61925
Jeep,2024,New,4,63730
Honda,2024,New,0,30005
Nissan,2024,New,12,46426
Chevrolet,2021,Used,22847,21450
Chevrolet,2024,New,3,44195
Kia,2024,New,12,43306
Maserati,2023,New,46,99615
BMW,2024,Used,1870,49998
Volkswagen,1974,Used,49325,16000
Ford,2024,New,10,38325
Jeep,2024,New,0,39625
Jeep,2015,Used,75163,11995
Kia,2019,Used,69752,17795
Volvo,2024,New,18,55190
Ford,2023,New,10,50440
Audi,2017,Used,79887,20013
Alfa,2021,Used,34577,25300
BMW,2024,New,15,72595
Ford,2023,New,5,57075
Ford,2024,New,10,35095
GMC,2020,Used,69725,19995
Jeep,2024,New,10,50862
BMW,2024,New,1,56020
Porsche,2019,Used,34364,42372
Chevrolet,2021,Used,16462,25990
Jeep,2024,New,10,31860
Toyota,2016,Used,109743,16995
Toyota,2015,Used,91655,13980
Chevrolet,2021,Used,68590,42500
Kia,2023,Used,10964,18987
Nissan,2024,New,10,22595
Mazda,2021,Used,14186,22412
INFINITI,2009,Used,324349,5888
Chevrolet,2009,Used,219100,18690
Toyota,2011,Used,56839,15985
Nissan,2024,New,3,23498
Jeep,2023,New,38,58822
Lincoln,2020,Used,29334,47999
Porsche,2015,Used,49166,65994
Mercedes-Benz,2022,Certified,11774,39594
Chevrolet,2019,Used,57844,15826
Buick,2018,Used,44114,19772
Toyota,2021,Used,18516,26000
Honda,2012,Used,24433,20985
Mazda,2023,Used,3971,30495
Nissan,2018,Used,63620,30995
Honda,2024,New,8,39900
Kia,2024,New,4,46911
Lexus,2010,Used,46088,24985
Lexus,2024,New,0,62760
Chevrolet,2024,New,6,46892
Cadillac,2021,Used,38353,79849
Hyundai,2023,Used,8928,23738
Chevrolet,2024,New,50,34120
Mercedes-Benz,2024,Certified,4989,78999
Subaru,2013,Used,120975,12495
Ford,2010,Used,61518,19950
Dodge,2015,Used,229835,8000
Ford,2024,New,10,44237
Jeep,2024,New,9,59835
Pontiac,1970,Used,101245,32900
RAM,2024,New,,70499
Mercedes-Benz,2024,New,15,70716
Lexus,2004,Used,95135,10995
Kia,2024,New,10,27255
Chevrolet,2024,New,9,26401
Volkswagen,2024,New,7,42525
Porsche,2003,Used,44921,21988
Tesla,2020,Used,22783,31981
Ford,2023,New,72,75500
Honda,2023,Used,4290,40799
RAM,2024,New,13,66830
Mitsubishi,2011,Used,143596,8888
Subaru,2024,New,4,37347
Jeep,2015,Used,66250,15700
Nissan,2024,New,5,35135
Ford,2015,Used,106685,10593
Tesla,2022,Used,68470,27988
Chevrolet,2022,Used,84051,20895
Ford,2024,New,3,52835
Jeep,2023,New,13,59256
Chevrolet,2017,Used,62270,16609
Mazda,2024,New,10,27352
Nissan,2024,New,10,31625
INFINITI,2016,Used,47076,17997
Ford,2024,New,5,60489
Nissan,2023,Certified,12278,32997
Nissan,2023,Certified,40612,25000
Kia,2017,Used,99378,12995
Chevrolet,2021,Certified,38292,21678
Jeep,2024,New,10,36110
Toyota,2021,Used,20074,24997
Kia,2024,New,7,31835
BMW,2015,Used,67466,16995
Volkswagen,2022,Used,26216,23501
Toyota,2020,Used,51397,16995
Jeep,2024,New,10,33585
Kia,2024,New,10,26385
Ford,2024,New,3417,37789
RAM,2024,New,10,59736
Lexus,2014,Used,74981,19998
Honda,2016,Used,118007,13795
Mazda,2021,Used,17003,25695
Hyundai,2024,New,1,50195
Honda,2014,Used,180357,9999
Chrysler,2008,Used,39690,12950
Volvo,2016,Used,74584,19995
Jaguar,2002,Used,47543,7990
Subaru,2013,Used,73993,17777
Subaru,2024,New,5,39032
Nissan,2024,New,1,25697
Nissan,1990,Used,15442,25995
Mercedes-Benz,2012,Used,23928,162155
Ford,2011,Used,181000,9995
Porsche,2021,Used,16978,96800
Ford,2024,New,15,34816
Nissan,2024,New,4,23205
Kia,2023,New,12887,20648
Subaru,2024,New,5,33615
Ford,2024,New,3,48490
Honda,2024,New,7,31005
Ford,2020,Used,22988,21998
Jeep,2024,New,9,45199
Ford,2019,Used,9515,35995
Ford,2022,Used,9843,22995
Jeep,2024,New,0,47652
GMC,2024,New,3,67000
Toyota,2009,Used,111846,10990
Lexus,2024,New,0,54612
Ford,2023,New,1208,62990
Jeep,2021,Used,50153,18499
BMW,2022,Used,9368,54972
Genesis,2023,Used,2269,46569
Ford,2021,Used,40745,29998
BMW,1998,Used,25317,28800
Dodge,2017,Certified,65006,20790
Chevrolet,2024,New,5,27880
GMC,2020,Used,33842,35998
Tesla,2021,Used,29662,30372
Subaru,2023,Certified,2076,36000
BMW,2020,Used,44965,27979
Acura,1991,Used,42519,87900
Ford,2020,Certified,42065,23000
Honda,2023,Used,313,28418
Ford,2019,Used,62052,19499
Toyota,2016,Used,91651,24998
Volkswagen,2014,Used,100355,9945
Mercedes-Benz,2024,Certified,4334,72999
Mercedes-Benz,2024,New,17,143200
Ford,2014,Used,185095,8977
Jeep,2024,New,15,52405
Ford,2012,Used,91959,6499
Nissan,2023,Used,8375,24747
Ford,2021,Used,31886,21056
Ford,2010,Used,121157,8005
Toyota,2009,Used,146767,6995
Subaru,2024,New,3,49005
Chevrolet,2021,Certified,35628,28177
Acura,2021,Certified,21165,36326
Volkswagen,2024,New,7,28241
Chevrolet,2021,Used,24514,25773
Nissan,2024,New,3,30969
Subaru,2020,Certified,63357,21799
Audi,2021,Used,59917,25998
Lincoln,2019,Used,15528,23988
BMW,2006,Used,91664,14495
Cadillac,2019,Used,59832,24800
Audi,2021,Used,48352,49700
Chevrolet,2022,Certified,54088,36986
Ford,2024,New,,41555
Land,2021,Used,35568,53000
Lexus,2024,New,0,41164
Volkswagen,2016,Used,39960,28991
Buick,2021,Used,25365,20150
Jeep,2024,New,10,54560
Ford,2021,Used,21789,25595
Chrysler,2020,Used,38544,29999
Ford,2020,Used,120054,13850
Toyota,2018,Certified,17799,28499
Chevrolet,2023,Used,13436,29989
Ford,2024,New,50,37979
Subaru,2024,New,6,31546
INFINITI,2024,New,5,54860
Lamborghini,2020,Used,18120,269841
Land,2021,Used,47756,42625
Hyundai,2024,New,5,32928
Chevrolet,2017,Used,89409,13499
Acura,2013,Used,90725,14480
Chevrolet,2024,New,1,29435
Jeep,2018,Used,54694,17880
Kia,2021,Used,64697,21850
Mercedes-Benz,2005,Used,48901,54995
GMC,2017,Used,107101,20995
Jeep,2024,New,8,42741
INFINITI,2014,Used,137009,11950
Cadillac,2015,Used,111023,27991
Cadillac,2024,New,6,57825
Subaru,2024,New,3,35285
Ford,2024,New,6,59938
Land,2020,Used,22469,68595
Volkswagen,2024,New,2,27211
Kia,2024,New,12,46061
BMW,2021,Used,22515,45800
Chevrolet,2022,Used,47965,43995
Chevrolet,2023,Used,14729,22979
Lincoln,2001,Used,56923,9995
Nissan,2024,New,10,30505
Jeep,2024,New,13,42243
Audi,2012,Used,56424,19995
Jeep,2024,New,11,25971
Chevrolet,2021,Used,39223,20972
Chrysler,2024,New,10,49808
Chevrolet,2024,New,5,59535
Volkswagen,2014,Used,97038,10980
Ford,2023,New,0,89990
RAM,2024,New,0,57041
BMW,2016,Used,68372,13100
Ford,2024,New,5,57480
Tesla,2022,Used,30741,26828
RAM,2021,Used,29304,36895
Cadillac,2020,Used,34851,25982
BMW,2024,New,10,90495
Subaru,2024,New,5,39886
Hyundai,2024,New,5,24440
Cadillac,2024,New,3,63525
Honda,2024,New,4,52220
Volvo,2024,New,6,60550
Ford,2020,Certified,63046,22295
RAM,2024,New,0,55123
Ford,2023,New,2,31466
Tesla,2018,Used,40836,40900
Ford,2023,New,,33505
Acura,2021,Used,30414,30990
Chevrolet,2016,Used,196806,14995
BMW,2021,Used,56504,27900
Jeep,2024,New,9,32371
Ford,2024,New,2,58840
Honda,2016,Used,65028,22988
RAM,2024,New,10,70405
Chevrolet,2024,New,5,26769
Nissan,2023,Certified,22124,33999
Jeep,2024,New,9,53365
Ford,2012,Used,181217,7995
Ford,2024,New,0,66667
BMW,2020,Used,13658,30998
Subaru,2024,New,10,36684
BMW,2016,Used,117870,29190
Alfa,2024,New,15,43135
RAM,2022,Certified,41153,48490
Subaru,2024,New,6,38997
Nissan,2023,New,0,32256
Cadillac,2021,Used,35832,33495
Land,2020,Used,37999,43978
Hyundai,2024,New,17,51059
Subaru,2021,Used,41398,27952
Jeep,2024,New,16,46670
Buick,2024,New,3,24090
RAM,2024,New,,54415
Nissan,2020,Used,34418,27495
Hyundai,2023,Used,2077,26749
Lexus,2004,Used,10221,37900
Ford,2023,New,10,64490
Audi,2024,New,10,64740
Ford,2024,New,9,28377
RAM,2020,Used,47842,39900
Subaru,2019,Used,23474,24351
Tesla,2022,Used,49256,24885
Jeep,2024,New,0,48188
Chevrolet,2022,Used,21253,34900
Chevrolet,2024,New,5,48062
Chevrolet,2017,Used,41805,19745
Chevrolet,2024,New,3,31195
Honda,2021,Used,33400,25491
Kia,2023,New,27,41681
RAM,2024,New,0,67102
Jeep,2024,New,58,55485
Nissan,2023,New,5,57040
Jeep,2023,Used,5454,42914
Toyota,2020,Used,34084,40600
Lincoln,2020,Used,26352,40988
Chrysler,2023,New,3,38812
Toyota,2020,Used,47484,21998
Ford,2024,New,3,51815
Hyundai,2024,New,4,59765
Nissan,2024,New,5,32731
Acura,2024,New,12,62500
Subaru,2024,New,5,33197
Nissan,2015,Used,160606,10361
BMW,2008,Used,87135,9790
Jeep,2024,New,8,45944
Jeep,2024,New,,46749
Volkswagen,2024,New,5,28331
Toyota,2019,Used,59181,27950
Jeep,2024,New,7,43155
Toyota,1995,Used,19984,165800
Chevrolet,2024,New,7,32660
Jeep,2014,Used,88833,17995
Chevrolet,2020,Used,36407,24998
Jeep,2024,New,0,48188
BMW,2022,Certified,27980,36995
Nissan,2023,New,10,30674
Jaguar,2024,New,6,83168
BMW,2010,Used,126547,9985
Jeep,2013,Used,74900,17999
Jeep,2024,New,11,62901
Ford,2017,Used,75631,12109
Cadillac,2022,Used,41146,31999
Honda,2019,Used,73500,26240
Mercedes-Benz,2024,New,8,77366
Tesla,2020,Used,58681,26810
Land,2020,Used,44195,24980
Nissan,2014,Used,28024,26995
GMC,2012,Used,203257,9499
Jeep,2024,New,0,48188
Honda,2016,Used,102055,16400
Subaru,2024,New,4,35186
Honda,2024,New,5,35315
Chevrolet,2011,Used,145416,13990
Chevrolet,2024,New,3,28256
Dodge,2013,Used,102258,14450
Chevrolet,2019,Used,46748,25459
GMC,2017,Used,70842,18908
Nissan,2021,Used,60360,16217
Nissan,2019,Used,36758,19999
Jaguar,2023,Used,681,55999
Subaru,2024,New,7,35489
Jeep,2024,New,,51884
Subaru,2024,New,5,44066
Ford,2024,New,15,47696
Jeep,2024,New,10,55996
Jeep,2024,New,20,69602
Mercedes-Benz,2024,New,8,68879
RAM,2023,Certified,10565,61990
Subaru,2024,New,3,38707
INFINITI,2009,Used,153304,8495
Volkswagen,2023,Certified,4319,22990
Acura,2016,Used,75356,19995
Hyundai,2018,Used,30925,17900
Kia,2020,Used,39664,17233
Volkswagen,2018,Certified,13565,22995
Ford,2024,New,5,90820
Ford,2013,Used,111950,11995
Chevrolet,2017,Used,33540,18899
Ford,2020,Used,41159,15997
GMC,2024,New,12,86450
Nissan,2024,New,3,36097
Dodge,2020,Used,89283,17995
Lexus,2024,Used,3007,70999
Mercedes-Benz,2021,Used,14240,42700
Hyundai,2024,New,0,59130
Subaru,2024,New,3,49347
Ford,2024,New,127,51715
Ford,2023,New,6,35944
Honda,2014,Used,122828,16998
Ford,2023,New,5,59025
Volkswagen,2009,Used,76738,9490
Ford,2023,New,0,51250
Nissan,2024,New,0,33163
Chevrolet,2019,Used,78318,12838
Hyundai,2024,New,5,33831
Dodge,2022,Used,66000,31500
INFINITI,2012,Used,89659,15975
Jeep,2024,New,9,45735
Maserati,2019,Used,12132,72895
Lexus,2020,Used,87281,24488
Kia,2024,New,4,29973
McLaren,2022,Used,935,189800
Chevrolet,2018,Used,68846,19995
Honda,2019,Used,83198,25049
Jeep,2023,New,5808,25667
Ford,2024,New,18,37990
Toyota,2007,Used,67300,9975
Ford,2013,Used,156978,9500
Lexus,2022,Used,8258,58185
Tesla,2020,Used,81491,27990
Ford,2023,Used,7333,46125
Mazda,2009,Used,63590,8495
Chevrolet,2021,Used,14253,32995
Porsche,2023,Used,498,249895
Mercedes-Benz,2024,New,8,67130
Jeep,2024,New,2,35935
Honda,2015,Used,95050,17171
MINI,2010,Used,124319,6972
Toyota,2018,Used,48813,38744
Tesla,2020,Used,25553,27550
Audi,2020,Used,2529,189800
Lexus,2022,Used,7638,37950
Chevrolet,2017,Used,69975,19295
Honda,2019,Used,45341,24998
Honda,2024,New,5,41136
Honda,2012,Used,116995,12777
Ferrari,2021,Certified,895,357999
Ford,2023,New,12,51815
RAM,2024,New,11,51740
Toyota,2012,Used,184721,12857
Mitsubishi,2015,Used,142800,7500
RAM,2024,New,12,61440
Mercedes-Benz,2018,Used,37809,22888
Ford,2014,Used,120715,15995
Ford,2024,New,,27010
Nissan,2024,New,6,23205
Jeep,2024,New,10,29358
Honda,2018,Used,83941,24745
Ford,2024,New,2,37847
Honda,2020,Used,30880,24477
Ford,2024,New,10,34395
Mercedes-Benz,2024,New,9,81386
Hyundai,2014,Used,142866,7199
Audi,2024,New,5,119955
Ford,2023,Used,1289,47586
Subaru,2019,Certified,55353,22205
Audi,2024,New,43,89780
Toyota,2024,New,0,67138
Nissan,2023,New,0,55166
Ford,2006,Used,78758,13950
Ford,2022,Certified,6424,27500
Tesla,2016,Used,56996,31980
BMW,2014,Used,62184,17295
Jeep,2024,New,30,74788
Jeep,2024,New,0,40925
Nissan,2023,New,5,44498
Ford,2012,Used,64631,9995
Chrysler,2001,Used,42539,10500
Toyota,2024,New,5,34918
Volvo,2023,Used,10202,51000
Lexus,2025,New,0,41950
Volvo,2024,New,7,52224
Saturn,2007,Used,35052,18995
Toyota,2012,Used,67422,14999
Ford,2024,New,2,44817
Jeep,2024,New,8,41332
Buick,2021,Certified,29091,19879
Honda,2023,Certified,2986,33780
Jeep,2020,Used,14402,21493
Aston,2008,Used,34358,35900
Tesla,2018,Used,51220,37990
Chevrolet,2022,Used,39047,21374
Chrysler,2008,Used,70974,11950
Ford,2023,New,8,81500
INFINITI,2012,Used,79449,12999
Nissan,2024,New,1,36084
Tesla,2018,Used,31609,26980
Buick,2024,New,1,33014
Volkswagen,2012,Used,114857,12900
Ferrari,2023,Used,393,479995
Chevrolet,2024,New,3,47590
Aston,2017,Used,11112,219999
Subaru,2018,Used,58217,20344
Ford,2015,Used,74237,12995
Jeep,2021,Used,39476,23687
Jeep,2024,New,5,50870
GMC,2024,New,3,33000
Ford,2015,Used,115446,13595
Nissan,2015,Used,82882,13998
Nissan,2024,New,10,22720
Toyota,2021,Used,54582,26498
Buick,2024,New,3,26475
Nissan,2023,Used,25857,22998
Ford,2020,Used,50770,28995
Hyundai,2018,Used,64115,16592
Jeep,2011,Used,99946,17479
Jeep,2018,Used,31671,28881
Hyundai,2024,New,5,44200
Toyota,1999,Used,58955,11985
Cadillac,2024,New,10,80247
Chevrolet,2024,New,10,31566
Jeep,2024,New,8,70321
Volkswagen,2024,New,5,34379
Nissan,2024,New,10,27010
Kia,2024,New,11,21396
Ford,2017,Used,78109,30489
BMW,2015,Used,76351,22995
Ford,2022,Used,10502,22422
Volkswagen,2024,New,7,31995
Mazda,2021,Used,37203,20494
Chevrolet,2024,New,5,42695
Toyota,2024,New,3,51772
Jeep,2017,Used,65994,27990
BMW,2019,Used,26692,31665
Ford,2020,Used,50350,19998
Lexus,2023,Used,2260,58998
Honda,2024,New,1,37510
Honda,2024,New,8,34023
Cadillac,1973,Used,89000,21995
Ford,2016,Used,96008,9980
Jeep,2024,New,14,45957
Jeep,2024,New,10,38115
Audi,2023,Certified,6950,52952
Subaru,2023,Certified,1815,34777
Lincoln,2017,Used,35751,25547
Hyundai,2024,New,1,34755
Kia,2024,New,7,46285
Subaru,2024,New,5,37147
Ford,2023,Used,15750,23979
Cadillac,2019,Used,60731,27509
Volkswagen,2020,Used,19260,27501
Kia,2020,Used,66077,17900
Mercedes-Benz,2024,Certified,2147,87392
GMC,2012,Used,146694,8995
INFINITI,2017,Used,72914,21998
Mitsubishi,1997,Used,68184,14800
Jeep,2024,New,9,46095
Jeep,2019,Used,63918,19205
Chevrolet,2024,New,10,23853
Chevrolet,2024,New,3,42695
Mercedes-Benz,2024,New,53,74983
Mercedes-Benz,2024,New,15,52845
Honda,2021,Used,23465,33500
Jeep,2024,New,9,45735
Ford,2023,New,4,135050
Chevrolet,2024,New,3,42695
Subaru,2024,Certified,1038,36000
Jeep,2023,Used,18643,37595
INFINITI,2023,Certified,11890,44076
Mercedes-Benz,2024,New,5,104500
Chevrolet,2024,New,3,47095
Nissan,2024,New,4,28385
Volkswagen,2013,Used,99496,10999
Nissan,2024,New,10,24240
Ford,2002,Used,55659,18995
BMW,2016,Used,143877,15414
Nissan,2017,Used,41150,12999
GMC,2019,Used,75630,42175
Kia,2023,New,11,38981
Volvo,2024,New,5,68755
Volkswagen,2013,Used,106959,13530
Cadillac,2021,Used,42377,78991
Kia,2024,New,10,23900
Subaru,2024,New,5,37083
Honda,2014,Used,129851,14299
Audi,2024,New,3,54605
RAM,2024,New,0,54369
Subaru,2024,New,5,33408
Ford,2024,New,8,27050
Volkswagen,2023,Used,5280,39799
Mercedes-Benz,2024,New,10,57565
RAM,2024,New,20,56731
Cadillac,2018,Used,60920,40440
Porsche,2006,Used,60073,20795
Nissan,2021,Used,29325,21177
Audi,2001,Used,36868,18995
Cadillac,2022,Used,33145,78991
Chevrolet,2021,Certified,26728,23998
Mercedes-Benz,2020,Certified,18209,68999
Ford,2015,Used,109011,11895
Chevrolet,2024,New,8,44995
BMW,2024,New,7,91825
Ford,2024,New,0,48425
Kia,2024,New,25,42410
BMW,2020,Used,45273,47249
Jeep,2024,New,15,46675
Jeep,2019,Used,64128,22995
Ford,2010,Used,155000,7499
INFINITI,2024,New,3156,50709
